Emoji,Context,Platform,UserAge,UserGender
😊,angry,Snapchat,35,Male
🙄,confusion,Snapchat,19,Male
😅,cool,WhatsApp,61,Male
🙄,cool,TikTok,19,Female
😜,confusion,WhatsApp,61,Female
😊,happy,Instagram,19,Female
🥰,sad,Facebook,58,Male
🙌,happy,WhatsApp,52,Female
🤩,love,Twitter,61,Male
😘,support,TikTok,16,Male
😢,cool,Facebook,36,Female
😔,cool,Snapchat,63,Female
😎,celebration,Facebook,15,Male
🤪,cool,Instagram,18,Male
😢,love,WhatsApp,32,Male
🥰,confusion,Twitter,18,Female
😔,surprise,Instagram,64,Male
😘,angry,WhatsApp,24,Female
😢,support,TikTok,41,Male
😡,angry,TikTok,35,Female
😎,happy,Facebook,35,Male
🙏,funny,Snapchat,43,Male
🤪,surprise,WhatsApp,53,Male
😔,love,WhatsApp,50,Male
👏,funny,Snapchat,51,Male
😎,love,Instagram,59,Female
😘,love,WhatsApp,28,Male
🎉,happy,Facebook,37,Male
😇,love,Twitter,39,Male
💔,love,WhatsApp,50,Male
🥰,celebration,Twitter,46,Female
👍,celebration,Snapchat,34,Female
😉,celebration,WhatsApp,63,Male
😂,surprise,WhatsApp,19,Male
😎,cool,Twitter,32,Male
🤔,confusion,Snapchat,22,Male
😜,support,Facebook,57,Female
😏,surprise,WhatsApp,33,Female
😎,cool,Facebook,24,Male
😜,surprise,Instagram,40,Male
🎉,celebration,WhatsApp,37,Male
👏,support,Twitter,55,Male
👍,cool,Snapchat,28,Male
🤗,funny,Facebook,45,Male
😳,confusion,Instagram,58,Female
😉,cool,WhatsApp,60,Male
🎉,celebration,Instagram,52,Female
😡,confusion,Facebook,33,Male
🤩,sad,Twitter,47,Female
💔,confusion,Twitter,16,Female
😎,cool,WhatsApp,47,Male
🥰,love,Facebook,47,Female
💔,happy,WhatsApp,23,Male
😡,angry,Snapchat,21,Female
😭,sad,Instagram,18,Female
👏,angry,WhatsApp,32,Female
😭,support,Instagram,15,Female
🤣,celebration,Snapchat,21,Male
🙄,angry,WhatsApp,61,Female
😘,celebration,TikTok,57,Male
😉,funny,Facebook,58,Female
😘,celebration,Twitter,55,Male
😉,happy,Facebook,62,Male
🙄,love,Snapchat,18,Female
👏,love,WhatsApp,43,Male
🎉,love,Instagram,27,Female
😜,surprise,Snapchat,25,Female
🤔,happy,WhatsApp,48,Male
😂,confusion,Twitter,22,Female
🤩,funny,Twitter,61,Male
😭,celebration,TikTok,56,Female
😉,celebration,Snapchat,56,Female
😜,happy,Instagram,36,Female
🤩,angry,Instagram,26,Male
👏,support,Facebook,25,Male
🤗,confusion,Twitter,30,Male
🤩,support,Snapchat,21,Male
😎,sad,WhatsApp,33,Male
😔,celebration,Instagram,30,Male
🥰,cool,Twitter,49,Female
🥰,happy,TikTok,38,Male
😜,confusion,Twitter,62,Male
🎉,sad,Snapchat,55,Female
😅,sad,Facebook,23,Male
😎,confusion,TikTok,48,Male
😍,happy,TikTok,14,Female
👏,funny,TikTok,22,Male
🙌,sad,Instagram,59,Female
💕,sad,Instagram,19,Female
😢,angry,TikTok,27,Female
😢,celebration,Twitter,20,Female
😉,funny,Facebook,35,Female
😜,funny,Facebook,38,Female
👏,angry,TikTok,18,Female
❤️,celebration,Facebook,20,Male
😢,angry,Facebook,39,Female
🙏,happy,TikTok,57,Male
💕,surprise,TikTok,14,Female
🤗,surprise,WhatsApp,20,Female
👍,celebration,Facebook,50,Female
😎,funny,Snapchat,49,Male
😘,confusion,Facebook,23,Female
🤣,sad,WhatsApp,15,Female
😘,love,Instagram,56,Female
💔,funny,TikTok,38,Male
🙄,confusion,Twitter,60,Male
💔,celebration,Facebook,57,Male
😍,happy,Facebook,43,Male
❤️,confusion,Instagram,63,Male
💕,angry,Twitter,20,Female
😢,funny,WhatsApp,47,Male
🤔,sad,WhatsApp,22,Male
😜,funny,Facebook,51,Male
😔,celebration,Instagram,26,Male
😉,cool,WhatsApp,50,Female
😢,confusion,Twitter,34,Female
🤣,love,Facebook,32,Female
🙌,support,TikTok,29,Female
🙏,surprise,WhatsApp,56,Male
🤪,angry,Snapchat,24,Female
😔,sad,TikTok,38,Male
😅,surprise,Facebook,20,Male
🤩,sad,Facebook,47,Female
😜,celebration,Facebook,63,Male
😉,confusion,Instagram,39,Male
💕,angry,Facebook,42,Male
😅,funny,WhatsApp,22,Female
👏,funny,Snapchat,22,Female
❤️,support,TikTok,63,Male
😘,love,Snapchat,23,Male
🤩,surprise,Instagram,26,Male
🤔,love,WhatsApp,63,Female
👍,celebration,Instagram,56,Male
🎉,confusion,Instagram,59,Female
😏,support,Facebook,62,Male
😏,sad,Twitter,36,Female
❤️,love,TikTok,54,Female
💔,love,Instagram,41,Female
😏,support,Instagram,26,Male
😊,confusion,Snapchat,35,Female
🤣,cool,Twitter,59,Male
😘,angry,Twitter,47,Female
😘,angry,Snapchat,55,Male
😔,sad,TikTok,48,Female
😳,happy,Snapchat,36,Male
💕,cool,Instagram,27,Male
😇,love,Twitter,36,Female
😅,support,Instagram,61,Male
🤗,sad,Facebook,50,Male
👏,surprise,WhatsApp,43,Female
🙏,confusion,Facebook,59,Female
🙏,happy,TikTok,44,Male
🥰,happy,Snapchat,48,Male
🙄,cool,Instagram,56,Male
👍,cool,Snapchat,20,Female
😢,sad,Facebook,31,Female
😳,celebration,Facebook,44,Male
😂,sad,TikTok,19,Male
🤣,sad,Twitter,28,Male
❤️,love,Twitter,48,Male
😢,cool,Facebook,50,Female
💕,celebration,TikTok,29,Female
😇,sad,Facebook,56,Female
😉,celebration,WhatsApp,14,Male
🤣,support,TikTok,51,Female
😊,support,Snapchat,22,Male
🙏,sad,WhatsApp,16,Male
🥰,confusion,Twitter,36,Male
💔,confusion,Twitter,18,Female
😜,sad,WhatsApp,13,Male
😘,angry,Twitter,19,Male
🤣,confusion,WhatsApp,15,Female
😍,surprise,Instagram,20,Female
😘,sad,Facebook,62,Male
😔,surprise,Snapchat,36,Male
🎉,love,Snapchat,61,Male
🎉,sad,Snapchat,45,Female
😅,confusion,Twitter,49,Female
🥰,funny,Twitter,52,Female
😔,surprise,TikTok,19,Female
😅,cool,Instagram,21,Female
💕,happy,Instagram,31,Male
😅,happy,Twitter,19,Male
🤣,confusion,Facebook,45,Male
💔,confusion,Twitter,60,Male
😡,happy,WhatsApp,64,Female
👍,funny,Twitter,27,Female
😜,celebration,Facebook,55,Female
😍,happy,TikTok,44,Female
😊,cool,Twitter,48,Female
😅,angry,Twitter,38,Female
😭,confusion,Twitter,64,Female
😜,funny,Instagram,25,Male
😎,confusion,Twitter,37,Female
🙄,sad,TikTok,60,Male
🙄,funny,WhatsApp,63,Male
🤗,celebration,WhatsApp,27,Female
👏,sad,TikTok,22,Female
😎,sad,Snapchat,35,Female
🎉,love,Instagram,25,Male
🙏,confusion,Facebook,50,Male
😏,confusion,WhatsApp,46,Female
😭,funny,Instagram,17,Male
😊,support,Facebook,58,Female
🤪,cool,WhatsApp,59,Male
😅,happy,Facebook,32,Female
😜,sad,Instagram,53,Male
💔,surprise,Snapchat,17,Male
😂,funny,TikTok,23,Male
👏,angry,TikTok,24,Male
😘,confusion,Snapchat,24,Female
😜,sad,TikTok,62,Male
🤪,love,Instagram,14,Male
😔,sad,TikTok,50,Female
😜,confusion,Instagram,17,Male
😎,celebration,Snapchat,22,Male
😘,love,Twitter,59,Male
😉,celebration,Twitter,63,Male
🥰,confusion,Twitter,40,Male
🤗,celebration,Facebook,60,Female
❤️,confusion,Twitter,44,Male
🎉,love,TikTok,59,Female
🎉,happy,Snapchat,33,Male
👍,surprise,Twitter,32,Male
🤔,sad,WhatsApp,50,Male
🎉,celebration,Snapchat,40,Female
😭,love,Snapchat,35,Male
🤔,support,Twitter,44,Male
😉,surprise,TikTok,40,Female
💔,surprise,Snapchat,15,Male
🙏,support,WhatsApp,62,Male
😘,cool,Facebook,47,Male
😢,confusion,Instagram,29,Female
😎,support,Instagram,31,Male
😇,funny,WhatsApp,54,Female
🤪,love,WhatsApp,51,Female
😳,confusion,TikTok,16,Female
😉,funny,Instagram,46,Female
😇,cool,Instagram,20,Male
😢,surprise,TikTok,31,Female
😔,celebration,Snapchat,64,Female
❤️,love,TikTok,64,Female
😊,love,Instagram,19,Female
🙏,love,TikTok,19,Female
🤪,cool,Facebook,59,Male
😎,celebration,Snapchat,36,Female
😘,support,Twitter,37,Female
😎,surprise,Instagram,13,Male
😂,angry,WhatsApp,49,Female
🙏,love,TikTok,48,Female
😉,love,Facebook,15,Female
😘,surprise,Snapchat,62,Male
❤️,angry,Facebook,34,Male
🎉,celebration,Twitter,59,Male
😏,cool,Snapchat,22,Male
❤️,confusion,Instagram,34,Male
😅,confusion,Twitter,13,Female
💕,angry,WhatsApp,13,Female
🤩,surprise,Facebook,54,Male
🤔,surprise,Facebook,56,Male
😭,cool,TikTok,48,Male
💔,love,Facebook,64,Male
💕,celebration,Snapchat,44,Female
👏,support,Facebook,17,Female
🙄,surprise,Facebook,21,Male
😘,support,Instagram,61,Male
😜,confusion,Instagram,53,Male
😏,love,Instagram,19,Female
😅,sad,Instagram,28,Female
💕,support,Instagram,49,Female
💕,celebration,Twitter,35,Male
😍,confusion,TikTok,34,Female
🎉,support,Twitter,58,Male
😅,sad,Facebook,32,Male
😭,confusion,Instagram,35,Male
🥰,happy,Facebook,20,Female
🥰,happy,Twitter,24,Male
💔,confusion,Facebook,28,Female
💔,funny,TikTok,24,Male
😊,love,WhatsApp,59,Female
😍,cool,Snapchat,62,Female
💔,support,Twitter,22,Male
🤗,support,Twitter,45,Male
💔,angry,WhatsApp,48,Female
😇,celebration,Snapchat,62,Female
🤩,surprise,Instagram,47,Male
🤔,happy,Snapchat,17,Male
👏,happy,WhatsApp,23,Male
🤣,funny,Snapchat,61,Female
😂,angry,WhatsApp,63,Female
🙏,love,TikTok,32,Female
🙌,confusion,WhatsApp,51,Female
😭,cool,Instagram,37,Female
😎,sad,Instagram,42,Female
🙄,cool,Snapchat,22,Male
👏,angry,Instagram,62,Male
😎,sad,Twitter,21,Male
😇,sad,Snapchat,33,Male
😜,funny,Facebook,23,Female
💔,funny,Snapchat,54,Female
👍,angry,Twitter,59,Male
🤗,support,Facebook,18,Female
😳,funny,Snapchat,27,Female
😎,happy,WhatsApp,38,Male
😎,happy,WhatsApp,51,Male
👍,surprise,TikTok,59,Male
🎉,surprise,Facebook,17,Male
😭,angry,TikTok,31,Male
👍,happy,Facebook,23,Female
🤪,confusion,Instagram,51,Male
🙌,support,Snapchat,45,Female
❤️,funny,Twitter,61,Female
🙏,happy,Facebook,46,Male
😂,support,Facebook,43,Female
🙌,cool,Instagram,30,Male
😔,celebration,Snapchat,18,Female
🥰,funny,Instagram,18,Male
🙄,love,Facebook,64,Female
😳,surprise,WhatsApp,59,Female
😜,angry,Facebook,21,Male
🤔,cool,TikTok,52,Female
😔,funny,Instagram,28,Female
🥰,support,TikTok,44,Male
💕,love,TikTok,37,Female
💔,sad,Twitter,48,Male
🙏,funny,Snapchat,49,Female
🤣,support,TikTok,49,Male
🥰,funny,Instagram,64,Male
🤩,angry,Twitter,20,Female
😎,sad,WhatsApp,29,Female
🤗,celebration,Twitter,15,Female
😔,angry,Twitter,63,Male
🤔,support,Snapchat,17,Female
🤩,cool,TikTok,63,Male
🙌,love,TikTok,46,Female
😜,celebration,Snapchat,17,Female
😅,celebration,Twitter,44,Male
🥰,surprise,Instagram,21,Male
🙌,confusion,Facebook,24,Female
😉,angry,Facebook,20,Male
🤔,angry,Instagram,42,Male
😳,confusion,WhatsApp,28,Male
🤪,sad,Instagram,45,Female
😜,cool,Facebook,30,Female
😅,happy,Snapchat,26,Male
👍,surprise,Snapchat,17,Female
💕,sad,Snapchat,53,Male
🤪,funny,Snapchat,50,Male
😇,angry,Snapchat,45,Male
😊,support,TikTok,21,Male
👍,funny,Twitter,32,Female
😂,support,WhatsApp,15,Male
🤣,angry,Snapchat,19,Female
🤩,surprise,WhatsApp,60,Female
🙄,love,WhatsApp,61,Female
👍,love,Twitter,61,Female
👍,confusion,WhatsApp,22,Female
❤️,happy,Instagram,32,Female
😇,love,Facebook,35,Male
😜,support,Snapchat,55,Male
🥰,funny,Snapchat,19,Female
😘,funny,Snapchat,29,Female
🥰,angry,Twitter,56,Female
😭,support,Facebook,26,Female
😡,funny,Snapchat,60,Female
👍,funny,Facebook,29,Female
😘,celebration,Instagram,16,Male
😏,happy,Instagram,29,Female
😉,cool,Snapchat,15,Female
🤣,happy,Snapchat,62,Male
🙌,happy,Instagram,24,Male
😢,celebration,TikTok,61,Female
🙌,funny,Instagram,26,Female
😍,cool,Facebook,30,Female
🙌,support,TikTok,55,Female
👏,love,Instagram,20,Female
😇,celebration,Snapchat,62,Female
🙄,happy,TikTok,28,Male
🤣,sad,TikTok,35,Male
🤩,happy,Instagram,14,Female
😢,cool,Facebook,24,Male
😂,surprise,WhatsApp,44,Male
😍,love,WhatsApp,47,Female
😅,funny,Facebook,14,Female
😡,love,Facebook,53,Female
🙏,sad,Snapchat,33,Female
😊,happy,Instagram,34,Male
😜,love,Instagram,62,Male
🙌,cool,Instagram,17,Female
😅,confusion,Instagram,63,Male
🤣,love,Snapchat,36,Female
😭,confusion,Instagram,35,Male
🤣,funny,Snapchat,47,Male
❤️,love,Facebook,13,Female
🤪,surprise,Facebook,16,Female
🙄,cool,TikTok,32,Female
🙏,surprise,WhatsApp,48,Female
🤣,cool,TikTok,24,Female
😢,support,Facebook,51,Male
😍,happy,WhatsApp,40,Male
💔,confusion,TikTok,64,Female
🎉,funny,Twitter,31,Female
💔,love,Twitter,37,Male
😢,angry,Twitter,23,Female
😅,sad,Twitter,46,Female
💔,sad,Instagram,30,Male
😏,celebration,Facebook,32,Male
😊,funny,Instagram,60,Male
😊,funny,TikTok,48,Female
💕,support,Snapchat,63,Female
😘,happy,Instagram,64,Male
😘,sad,Twitter,44,Male
🤣,support,Twitter,20,Male
😭,confusion,Instagram,52,Male
😎,love,WhatsApp,52,Female
😊,sad,Instagram,24,Female
💔,angry,Facebook,51,Male
😔,confusion,Snapchat,16,Male
😎,angry,TikTok,30,Female
😂,celebration,Facebook,59,Female
😅,celebration,TikTok,46,Female
🤪,support,TikTok,14,Male
😢,surprise,Snapchat,43,Male
😂,sad,Snapchat,41,Male
😂,support,WhatsApp,52,Male
😂,confusion,Snapchat,61,Male
🙄,angry,Instagram,14,Female
👏,support,Snapchat,54,Female
🤪,angry,Facebook,52,Female
🙏,support,Facebook,56,Male
🙏,confusion,Twitter,56,Female
🤗,angry,Facebook,60,Female
😜,funny,WhatsApp,50,Male
😅,funny,Instagram,15,Male
🤔,sad,Facebook,19,Male
🙌,support,TikTok,53,Male
🎉,angry,WhatsApp,41,Male
👏,love,Snapchat,37,Male
😘,surprise,Snapchat,32,Female
😘,happy,Twitter,53,Male
🤩,sad,Snapchat,28,Male
😎,funny,Instagram,39,Male
😂,celebration,TikTok,64,Female
😭,surprise,Facebook,40,Male
😡,angry,WhatsApp,55,Female
😉,happy,Twitter,62,Male
😔,angry,Snapchat,13,Female
🙌,surprise,TikTok,55,Male
🤩,love,WhatsApp,40,Female
🤗,sad,Snapchat,54,Male
🤔,funny,Facebook,45,Female
💔,angry,Twitter,41,Male
👏,surprise,Twitter,21,Male
🤗,surprise,TikTok,54,Male
🙄,happy,Snapchat,24,Female
👍,support,WhatsApp,64,Female
😎,sad,TikTok,20,Female
😇,celebration,Twitter,61,Female
🙏,cool,Facebook,59,Male
😍,happy,Snapchat,30,Female
😎,sad,WhatsApp,47,Male
💔,funny,Twitter,20,Male
👏,celebration,WhatsApp,37,Male
👍,funny,Snapchat,25,Male
💔,angry,Snapchat,29,Female
😳,sad,Snapchat,36,Female
😊,cool,TikTok,34,Male
🎉,confusion,TikTok,24,Female
😎,surprise,Facebook,55,Male
😎,funny,Facebook,44,Male
🤔,sad,Twitter,26,Female
😍,confusion,TikTok,40,Female
🙏,love,Twitter,49,Female
🙄,celebration,WhatsApp,27,Female
😡,love,Instagram,15,Male
😍,support,Twitter,23,Female
🙌,celebration,Facebook,49,Female
😏,cool,TikTok,35,Male
😳,celebration,Facebook,53,Female
👍,surprise,Instagram,21,Male
🤩,happy,Instagram,52,Female
💕,celebration,Instagram,55,Male
😊,happy,Facebook,42,Female
😘,confusion,WhatsApp,41,Male
😇,surprise,Facebook,32,Male
👍,funny,WhatsApp,33,Male
😂,support,Twitter,41,Female
😅,love,Facebook,18,Female
🤩,funny,Instagram,57,Male
💔,surprise,WhatsApp,38,Male
🤔,surprise,Instagram,62,Female
😍,angry,TikTok,25,Male
😉,funny,TikTok,54,Male
🤪,sad,Instagram,34,Male
😡,celebration,Facebook,45,Male
😡,happy,Snapchat,64,Male
🎉,funny,Instagram,16,Male
😢,sad,TikTok,63,Male
🙏,surprise,TikTok,40,Female
🤗,confusion,Snapchat,42,Male
🙏,surprise,TikTok,64,Male
😍,celebration,Facebook,22,Female
🤣,cool,WhatsApp,46,Female
👏,surprise,Snapchat,20,Male
😏,happy,TikTok,61,Female
😔,confusion,WhatsApp,16,Female
🤣,sad,Snapchat,40,Female
😇,funny,TikTok,14,Male
🙏,love,Instagram,35,Male
🤪,happy,Snapchat,43,Female
💔,surprise,Facebook,39,Female
🤗,funny,Instagram,14,Male
😳,confusion,Instagram,40,Female
❤️,happy,TikTok,49,Female
🤪,sad,Twitter,22,Male
🥰,confusion,Facebook,21,Female
🤩,happy,Twitter,44,Male
😡,cool,WhatsApp,42,Female
😭,funny,TikTok,36,Male
😭,happy,WhatsApp,23,Female
❤️,angry,Instagram,34,Male
😘,angry,Facebook,15,Male
👍,funny,Snapchat,15,Female
😔,celebration,Facebook,26,Female
😂,funny,Facebook,39,Female
🤗,cool,Snapchat,30,Male
😊,love,Facebook,47,Female
😉,cool,WhatsApp,55,Male
😂,funny,Facebook,25,Female
👏,happy,WhatsApp,62,Male
😏,celebration,WhatsApp,63,Female
🤣,sad,Snapchat,43,Male
😊,cool,Instagram,56,Female
🤩,confusion,WhatsApp,18,Female
👍,surprise,Twitter,27,Female
🎉,cool,Snapchat,34,Female
😡,support,Instagram,42,Female
😅,angry,WhatsApp,26,Female
🤔,angry,Twitter,42,Female
🙄,surprise,Snapchat,62,Female
💕,surprise,Facebook,16,Female
😇,angry,WhatsApp,54,Male
😍,sad,TikTok,49,Male
😡,confusion,Facebook,36,Female
🎉,confusion,Snapchat,38,Male
😜,angry,WhatsApp,52,Male
❤️,surprise,Snapchat,45,Male
😂,support,Instagram,51,Female
❤️,happy,Facebook,14,Male
💕,surprise,Facebook,64,Male
😊,angry,Twitter,29,Female
😊,confusion,Snapchat,27,Female
💔,love,Snapchat,17,Female
👍,happy,Instagram,45,Female
😳,support,Twitter,21,Male
🤗,angry,Snapchat,35,Male
😏,happy,Snapchat,18,Female
💕,surprise,WhatsApp,13,Male
😅,sad,WhatsApp,55,Male
🤔,funny,Snapchat,34,Female
😍,surprise,Twitter,26,Male
😢,love,Facebook,48,Female
🤪,happy,Facebook,48,Female
😢,cool,TikTok,45,Male
😢,angry,WhatsApp,63,Female
😂,funny,Twitter,36,Female
😭,surprise,WhatsApp,35,Male
🙌,cool,Snapchat,41,Female
🤪,angry,WhatsApp,25,Female
❤️,cool,Facebook,23,Male
😊,celebration,Twitter,52,Female
🤗,confusion,Facebook,32,Male
🥰,love,WhatsApp,24,Male
👍,love,Twitter,56,Male
💔,surprise,TikTok,46,Male
😂,cool,WhatsApp,62,Female
🤣,confusion,Instagram,34,Female
🤩,sad,Snapchat,41,Male
👍,cool,Snapchat,35,Female
🙄,confusion,Snapchat,44,Male
😅,angry,Twitter,19,Female
😉,cool,WhatsApp,18,Female
❤️,surprise,Twitter,39,Female
🤪,support,Facebook,42,Male
🤣,angry,Instagram,32,Male
🤣,love,TikTok,34,Female
😍,confusion,TikTok,56,Female
🙄,celebration,Facebook,26,Female
😊,happy,Instagram,44,Female
😅,happy,TikTok,27,Female
😢,angry,TikTok,24,Male
🙄,angry,Snapchat,59,Female
😘,happy,TikTok,21,Female
🙏,celebration,Instagram,50,Female
😇,happy,Snapchat,62,Female
😏,happy,Facebook,54,Female
😉,celebration,Instagram,33,Male
🙏,celebration,TikTok,30,Female
🤣,sad,Facebook,31,Male
😏,celebration,Facebook,46,Female
🙌,funny,Instagram,29,Male
🤔,sad,Twitter,60,Female
🤗,confusion,Instagram,53,Male
😭,support,Snapchat,41,Female
😅,confusion,TikTok,32,Female
😎,funny,WhatsApp,44,Female
😊,happy,WhatsApp,62,Male
🤔,celebration,Twitter,43,Male
💔,support,Twitter,14,Female
😎,celebration,Facebook,31,Male
👍,surprise,Twitter,61,Male
😅,surprise,Instagram,48,Male
😡,surprise,Snapchat,62,Male
👏,cool,Snapchat,37,Male
😳,love,Snapchat,30,Male
😢,funny,WhatsApp,36,Female
😅,cool,Facebook,20,Female
😏,happy,Facebook,27,Male
👏,surprise,Facebook,25,Female
💕,celebration,Facebook,22,Male
😭,happy,WhatsApp,33,Female
😂,cool,WhatsApp,57,Female
😏,confusion,WhatsApp,61,Male
😍,support,Twitter,19,Female
😂,surprise,Facebook,29,Male
🙌,celebration,Twitter,59,Female
😂,love,Twitter,32,Female
😭,celebration,TikTok,46,Female
😜,angry,TikTok,28,Female
😂,happy,Snapchat,30,Male
😍,happy,Facebook,64,Male
💕,happy,Instagram,58,Male
😎,support,Twitter,62,Male
😂,love,Facebook,53,Male
😡,sad,Facebook,47,Female
🥰,confusion,Facebook,42,Female
🤣,support,Twitter,36,Female
😔,surprise,Twitter,48,Female
🤩,cool,Facebook,25,Female
🤣,sad,WhatsApp,63,Female
💕,love,Snapchat,20,Male
💕,cool,Twitter,36,Male
💕,sad,Twitter,33,Male
🙄,surprise,WhatsApp,16,Female
🤩,celebration,Facebook,51,Male
😍,angry,WhatsApp,60,Female
😳,support,WhatsApp,18,Male
👍,angry,Facebook,61,Male
🙄,sad,TikTok,58,Male
🤩,celebration,Twitter,53,Female
😢,surprise,Twitter,13,Male
😜,happy,Facebook,58,Male
🤔,cool,Snapchat,38,Female
🤗,celebration,Instagram,58,Male
👏,surprise,WhatsApp,48,Female
❤️,sad,Facebook,61,Male
😅,confusion,Instagram,24,Female
🙏,funny,Snapchat,26,Male
🤪,happy,WhatsApp,27,Female
👍,cool,Facebook,48,Male
🤗,celebration,TikTok,37,Male
😔,love,Facebook,49,Female
😳,support,WhatsApp,36,Male
😇,cool,WhatsApp,31,Male
😊,love,Twitter,39,Female
😡,sad,WhatsApp,34,Male
🤗,surprise,Snapchat,26,Male
😂,funny,Twitter,14,Female
🤪,happy,Twitter,47,Female
😔,funny,Twitter,60,Female
😎,celebration,Snapchat,36,Female
💕,angry,WhatsApp,57,Male
🎉,celebration,Facebook,35,Male
🎉,support,Facebook,26,Female
🤣,surprise,TikTok,59,Male
😂,funny,Twitter,59,Female
😏,surprise,Facebook,13,Male
🎉,surprise,Twitter,43,Female
🤣,angry,WhatsApp,31,Male
😔,cool,WhatsApp,53,Female
👏,cool,WhatsApp,20,Male
🎉,angry,Twitter,51,Female
😊,sad,Snapchat,38,Female
🙌,sad,WhatsApp,23,Female
👍,love,Snapchat,47,Female
😅,confusion,Snapchat,54,Female
💕,support,Facebook,39,Male
🙄,happy,WhatsApp,64,Male
😳,angry,WhatsApp,56,Male
💕,support,TikTok,39,Female
🤔,confusion,Snapchat,20,Male
😊,confusion,Instagram,43,Female
🤪,confusion,Instagram,54,Female
🤗,happy,Twitter,59,Male
🤣,celebration,Instagram,28,Female
😭,cool,Twitter,54,Female
😂,cool,TikTok,48,Female
😂,celebration,Snapchat,33,Female
🥰,funny,WhatsApp,45,Female
🤣,angry,Twitter,37,Male
💕,cool,Twitter,60,Male
🙏,happy,Facebook,47,Female
😡,confusion,WhatsApp,55,Female
😭,celebration,WhatsApp,20,Female
😏,funny,TikTok,45,Female
😔,confusion,Twitter,37,Female
😜,angry,Twitter,28,Female
😇,sad,WhatsApp,57,Male
🎉,surprise,Instagram,56,Male
🤣,happy,TikTok,52,Male
🥰,happy,Facebook,31,Female
👍,funny,Instagram,29,Female
👏,funny,TikTok,58,Female
🤪,cool,Snapchat,49,Female
🤣,support,Twitter,62,Female
😎,happy,TikTok,48,Female
👏,celebration,Twitter,23,Male
😳,love,WhatsApp,43,Male
🎉,surprise,Snapchat,51,Female
😜,confusion,Instagram,31,Female
😅,angry,Snapchat,24,Female
👏,funny,Instagram,44,Male
👍,sad,TikTok,33,Female
💔,celebration,WhatsApp,27,Male
💕,support,Instagram,52,Female
🤣,celebration,TikTok,18,Female
😜,celebration,Snapchat,35,Female
🤪,love,TikTok,25,Female
😳,funny,WhatsApp,34,Female
🤣,surprise,TikTok,31,Female
😳,sad,Instagram,14,Male
😡,sad,Instagram,51,Male
💔,love,Facebook,36,Female
❤️,angry,Instagram,31,Male
🤗,cool,Facebook,40,Female
😅,celebration,Snapchat,61,Female
❤️,cool,TikTok,62,Female
🤩,support,Instagram,42,Female
😳,surprise,TikTok,36,Male
🤗,celebration,Facebook,17,Female
😅,funny,WhatsApp,33,Male
😇,angry,Twitter,60,Female
😘,sad,Snapchat,53,Male
😔,cool,WhatsApp,24,Male
😏,celebration,TikTok,18,Female
😍,support,WhatsApp,60,Male
😜,celebration,TikTok,15,Male
🙄,celebration,Snapchat,34,Male
😭,funny,WhatsApp,32,Female
🥰,funny,TikTok,56,Female
😇,surprise,WhatsApp,42,Female
😳,surprise,Facebook,45,Female
🙏,cool,Twitter,30,Male
😢,happy,WhatsApp,62,Male
😏,love,Twitter,27,Female
🤩,surprise,Facebook,46,Male
🙌,support,Snapchat,34,Male
💕,funny,Twitter,23,Female
😂,funny,Facebook,32,Male
🥰,support,Facebook,29,Male
😡,celebration,Facebook,41,Male
😳,celebration,Twitter,51,Male
💔,surprise,Instagram,29,Female
👍,funny,WhatsApp,53,Male
🙏,funny,TikTok,15,Male
🤣,celebration,Facebook,25,Female
😢,celebration,Snapchat,15,Male
🥰,love,Instagram,29,Female
😘,celebration,Instagram,50,Male
😡,love,Facebook,34,Female
🤗,celebration,Snapchat,51,Male
🙌,confusion,WhatsApp,52,Male
😊,surprise,Facebook,22,Male
😭,angry,TikTok,38,Male
❤️,surprise,Twitter,61,Male
😏,happy,TikTok,27,Male
🤪,funny,Twitter,26,Male
😔,sad,WhatsApp,64,Female
🙏,cool,Snapchat,63,Male
🤩,happy,Twitter,59,Female
💔,happy,TikTok,60,Male
🥰,funny,Instagram,22,Male
😘,sad,Snapchat,39,Female
😳,funny,Twitter,61,Female
😇,surprise,Instagram,32,Male
😭,sad,TikTok,53,Male
🤣,surprise,Snapchat,20,Female
👍,love,Facebook,26,Male
🙏,celebration,Twitter,26,Male
😘,celebration,Snapchat,39,Male
😡,surprise,Snapchat,15,Male
😉,funny,WhatsApp,25,Male
🤩,sad,Facebook,23,Male
😳,sad,Snapchat,14,Female
👏,support,Instagram,20,Male
🤣,funny,Snapchat,62,Male
😜,love,TikTok,26,Female
🤣,surprise,Snapchat,33,Male
😢,support,Snapchat,26,Female
😘,cool,Snapchat,56,Male
🎉,surprise,Snapchat,46,Female
👍,happy,Instagram,36,Male
💔,support,Twitter,59,Male
😉,love,Twitter,63,Female
👍,cool,Twitter,41,Male
😘,angry,Instagram,48,Female
😏,confusion,Facebook,60,Male
😭,celebration,Facebook,55,Male
😭,cool,Snapchat,59,Male
🙏,happy,Instagram,48,Male
👏,confusion,WhatsApp,39,Male
😎,love,TikTok,28,Female
😢,sad,TikTok,54,Female
😢,love,Snapchat,62,Female
😍,sad,WhatsApp,63,Male
❤️,cool,Snapchat,56,Male
😅,cool,Facebook,38,Female
🙌,surprise,WhatsApp,57,Female
🙏,confusion,Snapchat,45,Female
😡,angry,Facebook,41,Male
😢,surprise,Twitter,22,Male
